image_name,caption,emotions
visualnews__guardian_images_0347_098.jpg,London UK A Victorian stereoscopic photograph by Michael Burr a recreation of Henry Wallis's painting Chatterton 1856 at an exhibition held by musician Brian May titled Poor Man's Picture Gallery Victorian Art and Stereoscopic Photography at Tate Britain,"['intrigued', 'interested', 'curious', 'annoyed', 'confused', 'sad']"
visualnews__guardian_images_0347_214.jpg,Illustration by Scott Garrett Click for the full image,"['happy', 'curious', 'excited', 'joy', 'bored', 'confused', 'angry']"
visualnews__guardian_images_0347_486.jpg,This tour was a godsend Bert Jansch,"['happy', 'excited', 'calm', 'sad', 'confused']"
visualnews__guardian_images_0349_902.jpg,Celebratory mood A customer wears a a birthday flag in her hair,['happy']
visualnews__guardian_images_0350_722.jpg,Christmas Island holds a vigil for Reza Barati,"['interested', 'happy', 'curious', 'beautiful']"
visualnews__guardian_images_0351_411.jpg,Jonathan Ross arrives at the BBC's Western House Studios to present his first Radio Two show since returning from a three month suspension,"['joy', 'happy', 'fear']"
visualnews__guardian_images_0356_944.jpg,Jenson Button at the wheel of his McLaren,"['awe', 'fear', 'happy', 'excited']"
visualnews__guardian_images_0359_871.jpg,Spain's Rafael Nadal celebrates after winning the final of the Argentina Open against Juan Monaco,"['proud', 'happy', 'excited']"
visualnews__guardian_images_0360_845.jpg,The restored St Patrick's church in London's Soho Square has classrooms and a cafe,"['interested', 'happy', 'excited', 'beautiful']"
visualnews__guardian_images_0364_508.jpg,Worth said he was surprised by how effective union campaigns against cuts and reforms had been,"['hopeful', 'anger', 'excited', 'annoyed', 'inspired', 'confused']"
visualnews__guardian_images_0364_522.jpg,Thomas Bernich checks albums as they come out of one of his vinyl pressing machines in New York The 40yearold churns out tens of thousands of the nostalgialaden cracklysounding 33 and 45 RPM discs,"['intrigued', 'good', 'happy', 'curious']"
visualnews__guardian_images_0365_638.jpg,We were relaxing on holiday in south eastern Spain when we spotted something yellow floating in the bay A closer look through binoculars appeared to show bits of a light aircraft broken up some 50m from shore It wasn t long before I heard the thrum of this approaching rescue helicopter,"['upset', 'scared', 'hopeful', 'curious', 'sad']"
visualnews__guardian_images_0365_788.jpg,iPad mini rear camera picture taken in the Guardian offices Click for larger version,"['happy', 'excited']"
visualnews__guardian_images_0366_950.jpg,David Cameron will say a combination of tough prison sentences and lighter punishments is necessary,"['neutral', 'happy', 'confused', 'disgusted']"
visualnews__guardian_images_0367_295.jpg,Gay marriage the civil rights issue of a generation,"['proud', 'neutral', 'happy', 'hopeful', 'curious', 'excited', 'anger', 'inspired', 'disgusted', 'angry']"
visualnews__guardian_images_0367_383.jpg,Essendon have some tricky matches ahead of them as they take aim at a finals spot,"['excited', 'happy']"
visualnews__guardian_images_0368_836.jpg,Theresa May the home secretary will make a speech on Monday outlining the challenges involved in tackling extremist values in society,"['hopeful', 'annoyed', 'bored', 'sad']"
visualnews__guardian_images_0369_438.jpg,Cardinal Edward Clancy next to Pope John Paul on his visit to Australia in 1995,"['awe', 'interested', 'worried', 'bored', 'disgusted']"
visualnews__guardian_images_0370_828.jpg,Leeds United's former managing director David Haigh has been held in a police cell in Dubai for nine months without charge,"['intrigued', 'interested', 'anger', 'sad']"
visualnews__guardian_images_0370_836.jpg,A Libyan paints on the wall of one of the pipes where Muammar Gaddafi was allegedly found hiding in Sirte,"['sad', 'happy', 'angry']"
visualnews__guardian_images_0371_320.jpg,Superdry stores have been hit hard by the warm weather,"['happy', 'sad']"
visualnews__guardian_images_0372_081.jpg,People take part in a march in Berlin to mourn people with Aids who have died,['sad']
visualnews__guardian_images_0372_500.jpg,Christian Bale looking extremely Michael Phelpsy in American Psycho and then as the severely sleepdeprived Trevor Reznik in The Machinist,"['impressed', 'awe', 'concerned', 'interested', 'intrigued', 'worried', 'amazed']"
visualnews__guardian_images_0373_879.jpg,Tiger Woods says he has putting and chipping using the same length of motion but has yet to rotate with a club in his hand following back surgery,"['intrigued', 'concerned', 'upset', 'hopeful', 'curious', 'confused']"
visualnews__guardian_images_0374_708.jpg,Scorched tankers at the site of the train crash in LacMegantic Quebec A fire on the train hours before the crash is being investigated,"['sad', 'happy']"
visualnews__guardian_images_0375_018.jpg,BBC director general Mark Thompson It's still painful to spend public money that could be invested on programmes answering weighty questions like how many toilets do you have in Television Centre,"['concerned', 'neutral', 'interested', 'curious', 'angry', 'confused']"
visualnews__guardian_images_0375_869.jpg,A helicopter carries water to be dropped on the bushfire in Castlereagh,"['neutral', 'scared', 'happy', 'sad']"
visualnews__guardian_images_0376_780.jpg,EasyJet's founder Sir Stelios HajiIoannou said I am still hoping to get greater transparency on which routes these and any other new aircraft are to be deployed,"['excited', 'curious', 'confused', 'fear']"
visualnews__guardian_images_0376_897.jpg,Lee Westwood looking for a good start to the Ryder Cup after a sevenweek injury break,"['interested', 'proud', 'neutral', 'concerned', 'bored']"
visualnews__guardian_images_0377_200.jpg,Many of the world's largest corporations have bigger cash reserves than the US government,"['impressed', 'intrigued', 'scared', 'sad']"
visualnews__guardian_images_0377_753.jpg,Early years services such as children's centres have also shouldered a large share of spending reductions,"['happy', 'curious', 'annoyed']"
visualnews__guardian_images_0378_664.jpg,The sniper is behind the sapling just to the left,"['impressed', 'amazed']"
visualnews__guardian_images_0383_252.jpg,The panoramic view of Moscow from Federation Tower East one of a pair of new skyscrapers under construction in Moscow City,"['interested', 'happy', 'excited', 'amazed']"
visualnews__guardian_images_0384_475.jpg,1928 Wallace Monument Stirling,['happy']
visualnews__guardian_images_0385_591.jpg,Rail ticket prices will increase by 22 on average from Friday,"['happy', 'anger', 'sad', 'angry']"
visualnews__guardian_images_0386_037.jpg,Michelle Obama indulges in some White House spin,"['happy', 'joy']"
visualnews__guardian_images_0386_660.jpg,From left deportee Stecker Alysee Christian Aid Haiti manager Prospery Raymond and Jesuit monitor Jogenz Laguerre,"['interested', 'happy', 'curious', 'confused', 'disgusted', 'sad']"
visualnews__guardian_images_0388_099.jpg,Thomas Cook is cut more than 1000 jobs as it closes 200 stores,['happy']
visualnews__guardian_images_0389_399.jpg,Thomas Muller signed a fiveyear contract with Bayern Munich last summer,"['interested', 'happy', 'hopeful', 'excited', 'sad']"
visualnews__guardian_images_0390_269.jpg,Lahore Pakistan Fog spreads across an agriculture field in the early morning,"['awe', 'intrigued', 'scared', 'curious', 'calm', 'sad']"
visualnews__guardian_images_0390_538.jpg,Roger Federer who saw off David Ferrer in straight sets yesterday faces Andy Murray tomorrow when the crowd is likely to have split loyalties,"['proud', 'interested', 'happy', 'excited']"
visualnews__guardian_images_0390_764.jpg,Haunting Britten's War Requiem in St Paul's Cathedral conducted by Edward Gardner June 2013,"['sad', 'good', 'happy', 'hopeful', 'excited', 'inspired']"
visualnews__guardian_images_0391_801.jpg,Jean Paul Gaultier's springsummer 2011 readytowear collection for Hermes,"['good', 'happy', 'excited']"
visualnews__guardian_images_0391_894.jpg,Fried whale meat at a restaurant in the Japanese capital Tokyo,"['happy', 'disgusted', 'sad', 'angry']"
visualnews__guardian_images_0392_016.jpg,A shot from the 200708 Louise Bourgeois exhibition at Tate Modern Janus Fleuri is in the centre,['confused']
visualnews__guardian_images_0393_416.jpg,Mourners marking the 26th anniversary of the Hillsborough disaster at a memorial in Liverpool last month,"['intrigued', 'sad', 'interested', 'excited', 'nostalgic']"
visualnews__guardian_images_0394_807.jpg,Dressed to thrill Tilda Swinton and Quentin Crisp in Orlando,"['intrigued', 'curious', 'excited', 'beautiful', 'confused', 'disgusted']"
visualnews__guardian_images_0395_738.jpg,Fukushima Daini nuclear plant is seen down the coast from the damaged Fukushima Daiichi plant after the disaster in 2011,"['scared', 'hopeful', 'anger', 'sad']"
visualnews__guardian_images_0396_054.jpg,After freezing and fixing the brains have a jaundiced pallor and a pronounced bounce like pickled eggs,"['curious', 'confused', 'disgusted']"
visualnews__guardian_images_0398_603.jpg,Woodland in Ennerdale Valley was among the areas in the underground nuclear storage proposal but Cumbria's cabinet voted 73 against research continuing,"['interested', 'concerned', 'happy', 'sad']"
visualnews__guardian_images_0399_047.jpg,Charlie Sheen gives the world a piece of his mind,"['intrigued', 'scared', 'curious']"
visualnews__guardian_images_0399_269.jpg,Embargoed to 1700 Sunday November 22 Undated Census of Marine Life handout photo of a large Dumbo octopod which researchers believe may prove new to science collected by Census of Marine Life scientists during a voyage to the MidAtlantic Ridge Issue date Sunday November 22 2009 Thousands of strange animals that exist in eternal darkness miles below the surface of the oceans have been catalogued by for the first time by scientists The Census of Marine Life a major international project surveying the oceans recorded 5722 species living at depths greater than 062 miles where the sun never shines,"['impressed', 'awe', 'interested', 'intrigued', 'scared', 'hopeful', 'curious', 'excited', 'amazed']"
visualnews__guardian_images_0401_069.jpg,Benedict Cumberbatch as Eisenring in The Arsonists at the Royal Court in 2007,"['interested', 'happy', 'curious', 'confused']"
visualnews__guardian_images_0401_302.jpg,What are we going to call it says scientist Mark Post We thought long and hard and came up with meat,"['interested', 'curious', 'confused']"
visualnews__guardian_images_0401_388.jpg,Activists protest against the Shell drilling rig Polar Pioneer in Seattle Washington on 16 May 2015,"['impressed', 'proud', 'interested', 'hopeful', 'angry', 'sad']"
visualnews__guardian_images_0401_873.jpg,Alessandro Del Piero was Sydney FC's vicecaptain last season,"['impressed', 'proud', 'interested', 'good', 'happy', 'excited', 'disgusted']"
visualnews__guardian_images_0403_621.jpg,The baiji or Yangtze river dolphin was declared functionally extinct in 2006 The species which has swam the Yangtze for some 20 million years was the first cetacean to go extinct due to human activities Overfishing habitat destruction electrofishing boat traffic dambuilding and pollution all likely played a role in the species demise,"['upset', 'good', 'worried', 'sad', 'angry']"
visualnews__guardian_images_0406_022.jpg,Francois Hollande on the campaign trail in Lille this week The first round of the election will take place on Sunday,"['curious', 'happy']"
visualnews__guardian_images_0406_188.jpg,An image used in the Game of Respect being trialled in Trieste,['happy']
visualnews__guardian_images_0406_403.jpg,Ed Balls the shadow chancellor appears on the Andrew Marr Show on Sunday before speaking to Radio 5 Live's John Pienaar,"['curious', 'annoyed', 'confused', 'disgusted', 'angry']"
